@id;name;@lat;@lon;railway;public_transport;Index1_df0;Code_df0;Serviceeinrichtung_df0;Category_df0;State_df0;Price_SPNV_df0;Price_SPFV_df0;Bemerkung_df0;match_type;match_score;match_subtype;confidence;explanation
664022050;Bibra;50.4684509;10.4443902;halt;stop_position;615;TLBV;Bibra;7.0;Thüringen;2,70 €;7,22 €;;exact;100;;;
665147294;Konstanz-Wollmatingen;47.6825151;9.147181;halt;;3365;VM BW;Konstanz-Wollmatingen;5.0;Baden-Württemberg;2,91 €;7,35 €;;exact;100;;;
666925293;Biesenrode;51.6040253;11.3850211;halt;stop_position;632;NASA;Biesenrode;7.0;Sachsen-Anhalt;2,77 €;7,39 €;;exact;100;;;
666926964;Vatteröder Teich;51.5981383;11.4120883;halt;stop_position;7965;NASA;Vatteröder Teich;7.0;Sachsen-Anhalt;2,77 €;7,39 €;;exact;100;;;
666927342;Mansfeld (Südharz);51.6003241;11.4521287;halt;stop_position;3938;NASA;Mansfeld (Südharz);7.0;Sachsen-Anhalt;2,77 €;7,39 €;;exact;100;;;
667460998;Rissen;53.5831819;9.7572831;halt;station;5291;BWVI;Rissen;5.0;Hamburg;3,94 €;7,00 €;;exact;100;;;
668434268;Binolen;51.3722296;7.8593593;station;station;652;NWL;Binolen;7.0;Nordrhein-Westfalen;2,48 €;6,41 €;;exact;100;;;
670397051;Frankfurt-Höchst Farbwerke;50.098506;8.5284327;halt;station;1763;RMV;Frankfurt-Höchst Farbwerke;5.0;Hessen;2,40 €;6,30 €;;exact;100;;;
670444678;Hattersheim (Main);50.0680551;8.4895321;station;station;2589;RMV;Hattersheim (Main);4.0;Hessen;2,78 €;6,42 €;;exact;100;;;
670704963;Innsbrucker Platz;52.4781074;13.3415409;halt;station;2998;VBB Berlin;Innsbrucker Platz;4.0;Berlin;2,00 €;5,33 €;;exact;100;;;
670750126;Erkner;52.4294226;13.7510608;station;station;1645;VBB;Erkner;3.0;Brandenburg;7,57 €;20,21 €;;exact;100;;;
671587747;Dortmund-Scharnhorst;51.5383114;7.5364322;station;station;1324;VRR;Dortmund-Scharnhorst;5.0;Nordrhein-Westfalen;2,32 €;5,93 €;;exact;100;;;
671695550;Kamen-Methler;51.5674692;7.6132305;halt;station;3096;NWL;Kamen-Methler;5.0;Nordrhein-Westfalen;3,91 €;9,89 €;;exact;100;;;
672320237;Dortmund-Kirchderne;51.5470764;7.510225;halt;station;1309;VRR;Dortmund-Kirchderne;6.0;Nordrhein-Westfalen;2,76 €;7,00 €;;exact;100;;;
672373389;Dortmund-Derne;51.5673369;7.5286081;station;station;1303;VRR;Dortmund-Derne;6.0;Nordrhein-Westfalen;2,76 €;7,00 €;;exact;100;;;
672409621;Dortmund-Westerfilde;51.5483104;7.3802419;halt;station;1326;VRR;Dortmund-Westerfilde;6.0;Nordrhein-Westfalen;2,76 €;7,00 €;;exact;100;;;
672801415;Dortmund-Wischlingen;51.5193983;7.4127816;halt;station;1329;VRR;Dortmund-Wischlingen;6.0;Nordrhein-Westfalen;2,76 €;7,00 €;;exact;100;;;
673206869;Münster-Albachten;51.914592;7.5282468;halt;station;39;NWL;Münster-Albachten;6.0;Nordrhein-Westfalen;3,85 €;9,87 €;;exact;100;;;
673462134;Freiburg-Wiehre;47.9824641;7.8547092;station;station;1899;VM BW;Freiburg-Wiehre;5.0;Baden-Württemberg;2,91 €;7,35 €;;exact;100;;;
674854677;Dortmund-Huckarde Nord;51.5336132;7.4148752;halt;station;1308;VRR;Dortmund-Huckarde Nord;7.0;Nordrhein-Westfalen;2,87 €;7,64 €;;exact;100;;;
675278558;Dortmund-Brackel;51.5206764;7.5496544;station;station;1302;VRR;Dortmund-Brackel;5.0;Nordrhein-Westfalen;2,32 €;5,93 €;;exact;100;;;
676062559;Dortmund-Mengede;51.5703117;7.3744529;station;station;1320;VRR;Dortmund-Mengede;5.0;Nordrhein-Westfalen;2,32 €;5,93 €;;exact;100;;;
676563343;Dortmund-Lütgendortmund Nord;51.5086757;7.3420152;halt;station;1317;VRR;Dortmund-Lütgendortmund Nord;7.0;Nordrhein-Westfalen;2,87 €;7,64 €;;exact;100;;;
676625175;Kelsterbach;50.0623795;8.5296121;station;station;3152;RMV;Kelsterbach;5.0;Hessen;2,40 €;6,30 €;;exact;100;;;
677376119;Waldheim;51.0752787;13.0140137;station;station;6486;VMS;Waldheim;5.0;Sachsen;3,34 €;8,91 €;;exact;100;;;
689050081;Karthaus;49.7104109;6.597182;station;station;3119;ZVRP Nord;Karthaus;5.0;Rheinland-Pfalz;2,59 €;5,24 €;;exact;100;;;
696783324;Föhren;49.8572555;6.7676292;halt;station;1826;ZVRP Nord;Föhren;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
696791400;Kordel;49.8361657;6.6350645;station;station;3373;ZVRP Nord;Kordel;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
696796339;Daufenbach;49.8760183;6.6399505;station;station;1138;ZVRP Nord;Daufenbach;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
696796341;Auw an der Kyll;49.9035641;6.6145739;station;station;232;ZVRP Nord;Auw an der Kyll;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
696796342;Speicher;49.9290104;6.6157101;station;station;5920;ZVRP Nord;Speicher;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
696802940;Densborn;50.123812;6.6002638;station;station;1164;ZVRP Nord;Densborn;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
696806631;Mürlenbach;50.1499903;6.6016266;halt;station;4283;ZVRP Nord;Mürlenbach;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
696806633;Birresborn;50.1762769;6.6286558;station;station;663;ZVRP Nord;Birresborn;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
696806658;Gerolstein;50.2239216;6.6603576;station;station;2099;ZVRP Nord;Gerolstein;4.0;Rheinland-Pfalz;4,57 €;11,36 €;;exact;100;;;
696951223;Raitersaich;49.374831;10.8435378;halt;station;5105;BEG;Raitersaich;6.0;Bayern;2,89 €;7,59 €;;exact;100;;;
700940389;Kreuz Konz;49.703852;6.5765949;halt;station;3415;ZVRP Nord;Kreuz Konz;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
700940404;Konz Mitte;49.7000991;6.5734091;halt;station;1096;ZVRP Nord;Konz Mitte;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
700942414;Konz;49.6959729;6.5742987;station;station;3367;ZVRP Nord;Konz;5.0;Rheinland-Pfalz;2,59 €;5,24 €;;exact;100;;;
700948251;Saarhölzbach;49.5168637;6.6083244;station;station;5457;ZPS;Saarhölzbach;6.0;Saarland;1,54 €;4,04 €;;exact;100;;;
700958395;Wasserliesch;49.7084988;6.5371267;halt;station;6562;ZVRP Nord;Wasserliesch;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
700960967;Igel;49.7075367;6.5501534;station;station;2966;ZVRP Nord;Igel;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
701059360;Temmels;49.6884034;6.4622899;halt;station;6166;ZVRP Nord;Temmels;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
701094172;Nennig;49.5388196;6.3759049;station;station;4338;ZPS;Nennig;6.0;Saarland;1,54 €;4,04 €;;exact;100;;;
701183786;Lissendorf;50.3185135;6.6151057;halt;station;3748;ZVRP Nord;Lissendorf;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
701190345;Dahlem (Eifel);50.3861847;6.5510791;halt;station;1105;go.R;Dahlem (Eifel);6.0;Nordrhein-Westfalen;3,77 €;8,76 €;;exact;100;;;
701191338;Schmidtheim;50.4132615;6.5519292;halt;station;5607;go.R;Schmidtheim;6.0;Nordrhein-Westfalen;3,77 €;8,76 €;;exact;100;;;
701299001;Serrig;49.5771035;6.5699368;station;station;5829;ZVRP Nord;Serrig;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
701307629;Schoden-Ockfen;49.6364937;6.581135;halt;station;5631;ZVRP Nord;Schoden-Ockfen;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
701315382;Wiltingen (Saar);49.662458;6.5904709;station;station;6788;ZVRP Nord;Wiltingen (Saar);6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
701317426;Kanzem;49.6694335;6.5737619;halt;station;3101;ZVRP Nord;Kanzem;6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
701384734;Dillingen (Saar);49.3525268;6.7221171;station;station;1216;ZPS;Dillingen (Saar);4.0;Saarland;3,19 €;6,65 €;;exact;100;;;
701424581;Ensdorf (Saar);49.3028763;6.7760966;station;station;1604;ZPS;Ensdorf (Saar);6.0;Saarland;1,54 €;4,04 €;;exact;100;;;
701430519;Saarbrücken-Burbach;49.2422612;6.956123;station;station;5454;ZPS;Saarbrücken-Burbach;6.0;Saarland;1,54 €;4,04 €;;exact;100;;;
701437068;Siersburg;49.361802;6.6653558;halt;station;5847;ZPS;Siersburg;6.0;Saarland;1,54 €;4,04 €;;exact;100;;;
703839579;Prien am Chiemsee;47.8550786;12.3475176;halt;stop_position;5035;BEG;Prien am Chiemsee;4.0;Bayern;3,19 €;7,89 €;;exact;100;;;
713400803;Leschede;52.3977416;7.3058986;station;station;3669;LNVG;Leschede;6.0;Niedersachsen;4,23 €;10,34 €;;exact;100;;;
717814350;Owen (Teck);48.5869192;9.4477259;halt;station;4842;VRStutt;Owen (Teck);7.0;Baden-Württemberg;4,39 €;11,71 €;;exact;100;;;
717814402;Brucken;48.5740206;9.4530849;halt;station;911;VRStutt;Brucken;7.0;Baden-Württemberg;4,39 €;11,71 €;;exact;100;;;
719740651;Grambow;53.4171369;14.3471253;halt;station;2244;VMV;Grambow;7.0;Mecklenburg-Vorpommern;3,47 €;9,27 €;;exact;100;;;
720777125;Dortmund Signal-Iduna-Park;51.4907602;7.457874;station;station;1297;VRR;Dortmund Signal-Iduna-Park;4.0;Nordrhein-Westfalen;2,49 €;6,29 €;;exact;100;;;
720928829;Geeste;52.5982174;7.3123049;halt;station;2028;LNVG;Geeste;6.0;Niedersachsen;4,23 €;10,34 €;;exact;100;;;
721965895;Hamm-Heessen;51.7092164;7.831692;halt;station;2621;NWL;Hamm-Heessen;6.0;Nordrhein-Westfalen;3,85 €;9,87 €;;exact;100;;;
722265396;Oelde;51.8292399;8.1428962;station;station;4731;NWL;Oelde;4.0;Nordrhein-Westfalen;5,03 €;11,82 €;;exact;100;;;
724161116;Isselhorst-Avenwedde;51.9400428;8.4386201;halt;station;3012;NWL;Isselhorst-Avenwedde;6.0;Nordrhein-Westfalen;3,85 €;9,87 €;;exact;100;;;
724314322;Roßtal-Wegbrücke;49.3949678;10.885457;halt;station;5363;BEG;Roßtal-Wegbrücke;6.0;Bayern;2,89 €;7,59 €;;exact;100;;;
725048577;Neuenrade;51.2848436;7.7946265;halt;station;4385;NWL;Neuenrade;7.0;Nordrhein-Westfalen;2,48 €;6,41 €;;exact;100;;;
726845977;Moers;51.4511129;6.6415115;station;station;4148;VRR;Moers;5.0;Nordrhein-Westfalen;2,32 €;5,93 €;;exact;100;;;
731819902;Schopp;49.3591019;7.6873711;station;station;5680;ZÖPNV Süd;Schopp;6.0;Rheinland-Pfalz;1,99 €;5,22 €;;exact;100;;;
732486574;Neukirchen (b Sulzbach-Rosenberg);49.5243301;11.6200319;station;station;4406;BEG;Neukirchen (b Sulzbach-Rosenberg);5.0;Bayern;2,72 €;7,01 €;;exact;100;;;
738294494;Neckarbischofsheim Nord;49.3070165;8.9421897;halt;;8166;VM BW;Neckarbischofsheim Nord;7.0;Baden-Württemberg;1,90 €;5,07 €;;exact;100;;;
745097775;Trier Hbf;49.7569658;6.6519999;station;station;6264;ZVRP Nord;Trier Hbf;2.0;Rheinland-Pfalz;18,55 €;48,01 €;;exact;100;;;
757095049;Eschelbronn;49.3239084;8.8678889;halt;stop_position;8163;VM BW;Eschelbronn;7.0;Baden-Württemberg;1,90 €;5,07 €;;exact;100;;;
765325252;Aschau (Chiemgau);47.7790999;12.3254679;halt;station;190;BEG;Aschau (Chiemgau);6.0;Bayern;2,89 €;7,59 €;;exact;100;;;
766824997;Marsberg;51.4627272;8.8547223;station;station;3987;NWL;Marsberg;6.0;Nordrhein-Westfalen;3,85 €;9,87 €;;exact;100;;;
767255133;Pfalzel;49.7804058;6.6828991;halt;station;4916;ZVRP Nord;Pfalzel;5.0;Rheinland-Pfalz;2,59 €;5,24 €;;exact;100;;;
767273819;Remscheid-Güldenwerth;51.1690119;7.1631088;station;station;5218;VRR;Remscheid-Güldenwerth;6.0;Nordrhein-Westfalen;2,76 €;7,00 €;;exact;100;;;
767306331;Lützow;53.6557685;11.1805972;halt;;3876;VMV;Lützow;7.0;Mecklenburg-Vorpommern;3,47 €;9,27 €;;exact;100;;;
777054919;Stambach;49.2391916;7.4567183;halt;station;8198;ZÖPNV Süd;Stambach;7.0;Rheinland-Pfalz;1,49 €;4,01 €;;exact;100;;;
777054939;Höhmühlbach;49.2438428;7.5260146;halt;station;2868;ZÖPNV Süd;Höhmühlbach;7.0;Rheinland-Pfalz;1,49 €;4,01 €;;exact;100;;;
777054945;Dellfeld;49.2277783;7.469133;station;station;1157;ZÖPNV Süd;Dellfeld;6.0;Rheinland-Pfalz;1,99 €;5,22 €;;exact;100;;;
778923261;Bremen-Oberneuland;53.0868773;8.9390736;station;station;861;SUBV;Bremen-Oberneuland;6.0;Bremen;1,84 €;4,87 €;;exact;100;;;
779724927;Niebüll;54.7892824;8.8346687;station;station;4472;NAH.SH;Niebüll;3.0;Schleswig-Holstein;9,48 €;25,32 €;;exact;100;;;
790982729;Uebigau;51.5854168;13.2965897;halt;station;6308;VBB;Uebigau;6.0;Brandenburg;3,98 €;10,22 €;;exact;100;;;
794524754;Westerland (Sylt);54.9059163;8.3130412;station;station;6714;NAH.SH;Westerland (Sylt);3.0;Schleswig-Holstein;9,48 €;25,32 €;;exact;100;;;
794838602;Lunden;54.3304566;9.0308447;halt;station;3854;NAH.SH;Lunden;5.0;Schleswig-Holstein;3,75 €;9,91 €;;exact;100;;;
794838617;Meldorf;54.0878845;9.0801129;halt;station;4042;NAH.SH;Meldorf;6.0;Schleswig-Holstein;3,53 €;9,43 €;;exact;100;;;
794838620;Friedrichstadt;54.3786128;9.0788968;halt;station;1953;NAH.SH;Friedrichstadt;5.0;Schleswig-Holstein;3,75 €;9,91 €;;exact;100;;;
794838647;Glückstadt;53.7885472;9.4283611;station;station;2151;NAH.SH;Glückstadt;5.0;Schleswig-Holstein;3,75 €;9,91 €;;exact;100;;;
794838651;Kremperheide;53.8815335;9.4802537;halt;station;7255;NAH.SH;Kremperheide;6.0;Schleswig-Holstein;3,53 €;9,43 €;;exact;100;;;
794838655;Wilster;53.9262518;9.3836481;station;station;6786;NAH.SH;Wilster;5.0;Schleswig-Holstein;3,75 €;9,91 €;;exact;100;;;
794838657;Bredstedt;54.6211379;8.9703755;halt;station;842;NAH.SH;Bredstedt;4.0;Schleswig-Holstein;4,78 €;12,76 €;;exact;100;;;
801431116;Sonneberg (Thür) Nord;50.3655925;11.2073336;halt;station;5901;TLBV;Sonneberg (Thür) Nord;7.0;Thüringen;2,70 €;7,22 €;;exact;100;;;
810014866;Oberelchingen;48.4476129;10.0832096;halt;station;4635;BEG;Oberelchingen;7.0;Bayern;2,13 €;5,65 €;;exact;100;;;
814874031;Langenwolmsdorf;51.0362555;14.1538308;halt;stop_position;3554;VVO;Langenwolmsdorf;7.0;Sachsen;2,46 €;6,58 €;;exact;100;;;
814874033;Langenwolmsdorf Mitte;51.0386513;14.1269511;halt;stop_position;3555;VVO;Langenwolmsdorf Mitte;7.0;Sachsen;2,46 €;6,58 €;;exact;100;;;
814874039;Krumhermsdorf;50.9928903;14.2073678;halt;stop_position;3439;VVO;Krumhermsdorf;7.0;Sachsen;2,46 €;6,58 €;;exact;100;;;
817929662;Ruthenbeck;53.544893;11.7116964;halt;;5444;VMV;Ruthenbeck;7.0;Mecklenburg-Vorpommern;3,47 €;9,27 €;;exact;100;;;
817929665;Crivitz;53.5725448;11.6447986;station;station;1086;VMV;Crivitz;6.0;Mecklenburg-Vorpommern;4,20 €;11,06 €;;exact;100;;;
817929668;Domsühl;53.4853218;11.7660476;halt;;1263;VMV;Domsühl;7.0;Mecklenburg-Vorpommern;3,47 €;9,27 €;;exact;100;;;
823533064;Erpolzheim;49.4883841;8.2107471;halt;station;1665;ZÖPNV Süd;Erpolzheim;6.0;Rheinland-Pfalz;1,99 €;5,22 €;;exact;100;;;
831281857;Mainroth;50.1207883;11.3191344;halt;station;3897;BEG;Mainroth;6.0;Bayern;2,89 €;7,59 €;;exact;100;;;
831646975;Neidenstein;49.3202198;8.8902689;halt;stop_position;8164;VM BW;Neidenstein;7.0;Baden-Württemberg;1,90 €;5,07 €;;exact;100;;;
833222038;Hoppecke;51.3782482;8.6410761;halt;station;2900;NWL;Hoppecke;7.0;Nordrhein-Westfalen;2,48 €;6,41 €;;exact;100;;;
837956828;Obernhof (Lahn);50.3159802;7.8532572;halt;station;4673;ZVRP Nord;Obernhof (Lahn);6.0;Rheinland-Pfalz;2,27 €;5,85 €;;exact;100;;;
845379098;Waldershof;49.9832351;12.0578767;halt;station;6483;BEG;Waldershof;6.0;Bayern;2,89 €;7,59 €;;exact;100;;;
849632818;Trompet;51.4135019;6.6690107;station;station;6274;VRR;Trompet;5.0;Nordrhein-Westfalen;2,32 €;5,93 €;;exact;100;;;
850459066;Aichach;48.4610898;11.1227874;station;station;34;BEG;Aichach;5.0;Bayern;2,72 €;7,01 €;;exact;100;;;
854507558;Ebertsheim;49.5639747;8.1086786;halt;station;1445;ZÖPNV Süd;Ebertsheim;7.0;Rheinland-Pfalz;1,49 €;4,01 €;;exact;100;;;
854900649;Hohenthurm;51.5124021;12.0976957;halt;;2863;NASA;Hohenthurm;6.0;Sachsen-Anhalt;3,34 €;8,90 €;;exact;100;;;
860308456;Bardowick;53.2904036;10.3721618;station;station;402;LNVG;Bardowick;6.0;Niedersachsen;4,23 €;10,34 €;;exact;100;;;
864079976;Rommelshausen;48.8154866;9.3193482;halt;;5333;VRStutt;Rommelshausen;5.0;Baden-Württemberg;2,09 €;5,58 €;;exact;100;;;
868386475;Dorsten;51.6579147;6.9705057;station;station;1284;VRR;Dorsten;4.0;Nordrhein-Westfalen;2,49 €;6,29 €;;exact;100;;;
875826821;Dellfeld Ort;49.2388912;7.47818;halt;station;1158;ZÖPNV Süd;Dellfeld Ort;6.0;Rheinland-Pfalz;1,99 €;5,22 €;;exact;100;;;
877667964;Reckweilerhof;49.6072091;7.6090649;halt;station;5162;ZÖPNV Süd;Reckweilerhof;7.0;Rheinland-Pfalz;1,49 €;4,01 €;;exact;100;;;
894417736;Herrlingen;48.4177737;9.8977002;station;station;2728;VM BW;Herrlingen;6.0;Baden-Württemberg;2,35 €;6,18 €;;exact;100;;;
897020377;Neinstedt;51.7524473;11.0851886;halt;stop_position;4333;NASA;Neinstedt;7.0;Sachsen-Anhalt;2,77 €;7,39 €;;exact;100;;;
897983600;Augsburg-Oberhausen;48.3807299;10.8725408;station;station;224;BEG;Augsburg-Oberhausen;4.0;Bayern;3,19 €;7,89 €;;exact;100;;;
899500324;Offensen (Kr Northeim);51.5888725;9.6798198;halt;station;4746;LNVG;Offensen (Kr Northeim);7.0;Niedersachsen;2,85 €;7,60 €;;exact;100;;;
901574074;Augsburg Haunstetterstraße;48.355159;10.9012638;station;station;219;BEG;Augsburg Haunstetterstraße;3.0;Bayern;4,75 €;12,53 €;;exact;100;;;
903252172;Silbach;51.2235774;8.4811135;halt;station;5854;NWL;Silbach;7.0;Nordrhein-Westfalen;2,48 €;6,41 €;;exact;100;;;
903359590;Brilon Stadt;51.3989183;8.5753814;station;station;8251;NWL;Brilon Stadt;7.0;Nordrhein-Westfalen;2,48 €;6,41 €;;exact;100;;;
904120697;Birkungen;51.3664222;10.3307364;halt;stop_position;662;TLBV;Birkungen;7.0;Thüringen;2,70 €;7,22 €;;exact;100;;;
910814947;Diez;50.3704304;8.0203897;station;station;1211;ZVRP Nord;Diez;5.0;Rheinland-Pfalz;2,59 €;5,24 €;;exact;100;;;
924685369;Sonneberg (Thür) Ost;50.3522429;11.2014065;halt;station;5902;TLBV;Sonneberg (Thür) Ost;7.0;Thüringen;2,70 €;7,22 €;;exact;100;;;
925360247;Ingolstadt Nord;48.7735254;11.4322663;station;station;2994;BEG;Ingolstadt Nord;3.0;Bayern;4,75 €;12,53 €;;exact;100;;;
930926765;Münster-Sarmsheim;49.9478996;7.8981933;halt;station;4281;ZÖPNV Süd;Münster-Sarmsheim;6.0;Rheinland-Pfalz;1,99 €;5,22 €;;exact;100;;;
930986111;Bretzenheim (Nahe);49.8742447;7.8982512;halt;station;881;ZÖPNV Süd;Bretzenheim (Nahe);6.0;Rheinland-Pfalz;1,99 €;5,22 €;;exact;100;;;
932753122;Messinghausen;51.3932883;8.6800428;station;station;4079;NWL;Messinghausen;6.0;Nordrhein-Westfalen;3,85 €;9,87 €;;exact;100;;;
938900793;Volkringhausen;51.3598634;7.8721526;halt;station;6447;NWL;Volkringhausen;7.0;Nordrhein-Westfalen;2,48 €;6,41 €;;exact;100;;;
939682216;Konstanz;47.6588689;9.1772175;station;station;3363;VM BW;Konstanz;3.0;Baden-Württemberg;5,29 €;13,61 €;;exact;100;;;
943519070;Waßmannsdorf;52.3682829;13.4634328;halt;station;8214;VBB;Waßmannsdorf;5.0;Brandenburg;3,44 €;9,13 €;;exact;100;;;
961012947;Riesa;51.3095415;13.2873347;station;station;5276;VVO;Riesa;3.0;Sachsen;11,80 €;31,49 €;;exact;100;;;
963678843;Lünern;51.5433921;7.7608512;halt;station;3857;NWL;Lünern;6.0;Nordrhein-Westfalen;3,85 €;9,87 €;;exact;100;;;
971008267;Gevelsberg West;51.3173144;7.3139407;station;station;2114;VRR;Gevelsberg West;6.0;Nordrhein-Westfalen;2,76 €;7,00 €;;exact;100;;;
971081214;Schwelm;51.2905428;7.2896552;station;station;5749;VRR;Schwelm;3.0;Nordrhein-Westfalen;4,71 €;11,77 €;;exact;100;;;
971958380;Schwelm West;51.2855979;7.2695949;halt;station;5750;VRR;Schwelm West;6.0;Nordrhein-Westfalen;2,76 €;7,00 €;;exact;100;;;
976776639;Pinneberg;53.6550342;9.7976864;station;station;4935;NAH.SH;Pinneberg;3.0;Schleswig-Holstein;9,48 €;25,32 €;;exact;100;;;
978701451;Dinslaken;51.5675421;6.7381238;station;station;1223;VRR;Dinslaken;5.0;Nordrhein-Westfalen;2,32 €;5,93 €;;exact;100;;;
981494588;Langen (Hess);49.9936169;8.6568034;station;station;3524;RMV;Langen (Hess);4.0;Hessen;2,78 €;6,42 €;;exact;100;;;
982727150;Selb-Plößberg;50.1891803;12.1198171;station;station;5812;BEG;Selb-Plößberg;7.0;Bayern;2,13 €;5,65 €;;exact;100;;;
989330367;Mering;48.2626207;10.9882357;station;station;4064;BEG;Mering;3.0;Bayern;4,75 €;12,53 €;;exact;100;;;
990226230;Züttlingen;49.2924513;9.3296839;station;;7064;VM BW;Züttlingen;6.0;Baden-Württemberg;2,35 €;6,18 €;;exact;100;;;
990242631;Neusäß;48.3945076;10.8340404;station;station;4435;BEG;Neusäß;5.0;Bayern;2,72 €;7,01 €;;exact;100;;;
990256271;Westheim (Schwab);48.3860562;10.8185391;station;station;6719;BEG;Westheim (Schwab);5.0;Bayern;2,72 €;7,01 €;;exact;100;;;
990272361;Gessertshausen;48.3337744;10.7323358;station;station;2110;BEG;Gessertshausen;5.0;Bayern;2,72 €;7,01 €;;exact;100;;;
990274899;Kutzenhausen;48.3347412;10.6973896;halt;station;3479;BEG;Kutzenhausen;6.0;Bayern;2,89 €;7,59 €;;exact;100;;;
991649988;Dinkelscherben;48.3422183;10.5880165;station;station;1222;BEG;Dinkelscherben;5.0;Bayern;2,72 €;7,01 €;;exact;100;;;
994141457;St. Michaelisdonn;53.9893052;9.1183003;station;station;5949;NAH.SH;St. Michaelisdonn;5.0;Schleswig-Holstein;3,75 €;9,91 €;;exact;100;;;
995951643;Fröndenberg;51.471343;7.7617558;station;station;1969;NWL;Fröndenberg;3.0;Nordrhein-Westfalen;7,97 €;17,74 €;;exact;100;;;
997600677;Welver;51.6162709;7.9563967;station;station;6664;NWL;Welver;5.0;Nordrhein-Westfalen;3,91 €;9,89 €;;exact;100;;;
997756196;Esslingen-Mettingen;48.7472159;9.2756947;halt;station;1717;VRStutt;Esslingen-Mettingen;3.0;Baden-Württemberg;2,90 €;7,67 €;;exact;100;;;
998432426;Bottrop-Vonderort;51.501785;6.9123586;halt;station;806;VRR;Bottrop-Vonderort;7.0;Nordrhein-Westfalen;2,87 €;7,64 €;;exact;100;;;
1001455338;Immendingen;47.9364338;8.7293273;station;station;2982;VM BW;Immendingen;4.0;Baden-Württemberg;3,92 €;10,18 €;;exact;100;;;
1019187250;Regensburg-Burgweinting;48.9904341;12.1466915;halt;station;999;BEG;Regensburg-Burgweinting;6.0;Bayern;2,89 €;7,59 €;;exact;100;;;
1024305784;Castrop-Rauxel Hbf;51.5735198;7.3040977;station;station;1033;VRR;Castrop-Rauxel Hbf;3.0;Nordrhein-Westfalen;4,71 €;11,77 €;;exact;100;;;
1025452077;Weinsberg;49.1482139;9.2862174;station;station;6623;VM BW;Weinsberg;6.0;Baden-Württemberg;2,35 €;6,18 €;;exact;100;;;
1026998131;Kaufbeuren;47.8756167;10.6297629;station;station;3141;BEG;Kaufbeuren;4.0;Bayern;3,19 €;7,89 €;;exact;100;;;
1027087225;Delitzsch ob Bf;51.5197497;12.3465013;halt;station;1155;ZVNL;Delitzsch ob Bf;6.0;Sachsen;2,56 €;6,83 €;;exact;100;;;
1039014423;Konstanz-Petershausen;47.6737893;9.1744445;station;station;3364;VM BW;Konstanz-Petershausen;5.0;Baden-Württemberg;2,91 €;7,35 €;;exact;100;;;
1039040327;Dreikirchen;50.4498483;7.9581492;halt;station;4647;ZVRP Nord;Dreikirchen;7.0;Rheinland-Pfalz;2,00 €;4,62 €;;exact;100;;;
1041544206;Feucht Ost;49.3760672;11.2204435;halt;station;8140;BEG;Feucht Ost;6.0;Bayern;2,89 €;7,59 €;;exact;100;;;
1047743116;Voerde (Niederrhein);51.5976516;6.6886776;halt;station;6429;VRR;Voerde (Niederrhein);5.0;Nordrhein-Westfalen;2,32 €;5,93 €;;exact;100;;;
1048920006;Uchtspringe;52.5437242;11.592215;station;station;6303;NASA;Uchtspringe;7.0;Sachsen-Anhalt;2,77 €;7,39 €;;exact;100;;;
1061698622;Alttann;47.841262;9.7930139;station;station;132;VM BW;Alttann;7.0;Baden-Württemberg;1,90 €;5,07 €;;exact;100;;;
1081843468;Pommelsbrunn;49.5014295;11.5138139;halt;station;4986;BEG;Pommelsbrunn;6.0;Bayern;2,89 €;7,59 €;;exact;100;;;
1085782555;Langdorf;49.0207401;13.1612614;halt;station;3520;BEG;Langdorf;7.0;Bayern;2,13 €;5,65 €;;exact;100;;;
1104185426;Brahlstorf;53.364017;10.953624;station;station;813;VMV;Brahlstorf;6.0;Mecklenburg-Vorpommern;4,20 €;11,06 €;;exact;100;;;
1110574770;Tessin West;54.0342723;12.4426695;halt;station;7983;VMV;Tessin West;7.0;Mecklenburg-Vorpommern;3,47 €;9,27 €;;exact;100;;;
1126168394;Jena Paradies;50.924932;11.5876601;halt;station;3043;TLBV;Jena Paradies;3.0;Thüringen;9,93 €;26,53 €;;exact;100;;;
